Date,Address,Rate,Amount,Category,Product Name
2024-08-21,"Biratnagar, Koshi",30,210,Snacks,"Noodles (Maggi, pack)"
2024-01-06,"Lalitpur, Bagmati",70,70,Personal Care,Mehendi (200g)
2024-02-26,"Janakpur, Madhesh",150,450,Condiments,Ginger Garlic Paste (jar)
2025-01-04,"Dharan, Koshi",30,150,Household,Candles (pack)
2024-04-15,"Nepalgunj, Lumbini",100,300,Snacks,Puffed Rice (1kg)
2025-03-07,"Biratnagar, Koshi",120,120,Dairy,Milk (1L)
2024-08-23,"Lalitpur, Bagmati",200,400,Dairy,"Local Cheese (Chhurpi, pack)"
2025-05-31,"Dharan, Koshi",130,260,Grains & Pulses,"Rice (white, 1kg)"
2024-03-18,"Biratnagar, Koshi",100,100,Condiments,Tomato Ketchup (bottle)
2025-01-24,"Dharan, Koshi",80,560,Personal Care,Toothpaste (100g)
2024-05-05,"Dharan, Koshi",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-06-28,"Butwal, Lumbini",200,400,Dairy,"Local Cheese (Chhurpi, pack)"
2025-10-22,"Biratnagar, Koshi",150,450,Snacks,Peanuts (500g)
2024-07-24,"Butwal, Lumbini",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-12-29,"Hetauda, Bagmati",120,360,Flours,"Suji (Semolina, 1kg)"
2025-09-02,"Pokhara, Gandaki",1150,2300,Dairy,Ghee (1L)
2025-05-17,"Butwal, Lumbini",30,90,Household,Candles (pack)
2025-06-04,"Butwal, Lumbini",105,210,Essentials,Sugar (1kg)
2024-11-16,"Biratnagar, Koshi",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-01-13,"Pokhara, Gandaki",200,400,Household,Washing Powder (1kg)
2025-01-20,"Lalitpur, Bagmati",150,450,Flours,"Besan (Gram Flour, 1kg)"
2025-05-14,"Pokhara, Gandaki",120,360,Flours,"Suji (Semolina, 1kg)"
2024-11-26,"Biratnagar, Koshi",170,340,Essentials,Jaggery (1kg)
2024-10-16,"Biratnagar, Koshi",100,300,Fruits,Bananas (dozen)
2024-10-08,"Dharan, Koshi",105,210,Essentials,Sugar (1kg)
2025-01-29,"Chitwan, Bagmati",1150,1150,Dairy,Ghee (1L)
2025-04-03,"Hetauda, Bagmati",70,490,Personal Care,Mehendi (200g)
2024-01-29,"Kathmandu, Bagmati",50,350,Personal Care,"Soap (bath, bar)"
2024-08-23,"Biratnagar, Koshi",550,1650,Beverages,Tea Leaves (1kg)
2025-07-20,"Dharan, Koshi",80,400,Vegetables,Potatoes (1kg)
2024-01-11,"Itahari, Koshi",100,100,Snacks,Puffed Rice (1kg)
2025-05-18,"Bhaktapur, Bagmati",1150,2300,Dairy,Ghee (1L)
2025-07-18,"Nepalgunj, Lumbini",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-07-02,"Dharan, Koshi",550,1650,Beverages,Tea Leaves (1kg)
2025-10-29,"Janakpur, Madhesh",40,200,Spices,Turmeric Powder (100g)
2024-03-27,"Lalitpur, Bagmati",40,240,Spices,Turmeric Powder (100g)
2024-09-20,"Hetauda, Bagmati",40,200,Snacks,Chips/Namkeen (pack)
2024-07-06,"Lalitpur, Bagmati",5,5,Household,Matches (box)
2025-11-29,"Biratnagar, Koshi",100,300,Vegetables,Tomatoes (1kg)
2024-06-09,"Janakpur, Madhesh",50,450,Snacks,Papad (pack)
2025-02-28,"Bhaktapur, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2024-01-29,"Nepalgunj, Lumbini",550,550,Beverages,Tea Leaves (1kg)
2024-06-21,"Janakpur, Madhesh",100,300,Condiments,Tomato Ketchup (bottle)
2025-01-26,"Biratnagar, Koshi",90,270,Flours,"Wheat Flour (Atta, 1kg)"
2025-03-16,"Hetauda, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2024-10-15,"Hetauda, Bagmati",50,350,Personal Care,"Soap (bath, bar)"
2024-08-22,"Janakpur, Madhesh",5,20,Household,Matches (box)
2025-10-04,"Chitwan, Bagmati",50,100,Snacks,Biscuits (pack)
2024-08-26,"Pokhara, Gandaki",120,240,Dairy,Milk (1L)
2024-01-13,"Bhaktapur, Bagmati",50,50,Snacks,Papad (pack)
2024-03-25,"Hetauda, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2024-01-04,"Kathmandu, Bagmati",120,360,Dairy,Milk (1L)
2025-02-22,"Itahari, Koshi",50,500,Personal Care,"Soap (bath, bar)"
2024-02-17,"Kathmandu, Bagmati",100,300,Vegetables,Onions (1kg)
2025-09-13,"Pokhara, Gandaki",100,300,Vegetables,Onions (1kg)
2024-05-05,"Bhaktapur, Bagmati",80,800,Personal Care,Toothpaste (100g)
2024-10-29,"Kathmandu, Bagmati",170,510,Essentials,Jaggery (1kg)
2025-03-18,"Janakpur, Madhesh",50,150,Personal Care,"Soap (bath, bar)"
2025-04-11,"Nepalgunj, Lumbini",200,600,Dairy,"Local Cheese (Chhurpi, pack)"
2024-09-16,"Lalitpur, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2024-08-01,"Janakpur, Madhesh",105,105,Essentials,Sugar (1kg)
2024-04-02,"Kathmandu, Bagmati",150,300,Condiments,Ginger Garlic Paste (jar)
2024-10-16,"Lalitpur, Bagmati",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-07-12,"Janakpur, Madhesh",30,180,Household,Candles (pack)
2024-10-18,"Lalitpur, Bagmati",200,200,Household,Washing Powder (1kg)
2024-11-03,"Bhaktapur, Bagmati",50,300,Snacks,Titaura (pack)
2024-11-03,"Dharan, Koshi",500,500,Vegetables,Bamboo Shoots (1kg)
2025-09-26,"Pokhara, Gandaki",150,450,Grains & Pulses,Masoor Dal (1kg)
2024-06-03,"Butwal, Lumbini",50,500,Snacks,Papad (pack)
2025-09-06,"Kathmandu, Bagmati",25,50,Essentials,Salt (1kg)
2025-04-08,"Lalitpur, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2024-09-18,"Nepalgunj, Lumbini",1150,2300,Dairy,Ghee (1L)
2025-02-16,"Bhaktapur, Bagmati",2000,4000,Household,Cooking Gas (small cylinder)
2024-08-16,"Biratnagar, Koshi",240,240,Dairy,Eggs (dozen)
2025-08-16,"Hetauda, Bagmati",120,360,Dairy,Milk (1L)
2024-06-24,"Dharan, Koshi",300,900,Beverages,Horlicks (jar)
2025-06-26,"Chitwan, Bagmati",80,80,Bakery,Bread (loaf)
2025-05-13,"Dharan, Koshi",500,1500,Vegetables,Bamboo Shoots (1kg)
2025-05-27,"Chitwan, Bagmati",80,800,Bakery,Bread (loaf)
2025-09-20,"Nepalgunj, Lumbini",300,300,Beverages,Horlicks (jar)
2024-03-24,"Hetauda, Bagmati",1150,1150,Dairy,Ghee (1L)
2025-01-27,"Dharan, Koshi",100,100,Fruits,Bananas (dozen)
2025-10-12,"Chitwan, Bagmati",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-03-09,"Chitwan, Bagmati",200,400,Household,Washing Powder (1kg)
2025-03-12,"Hetauda, Bagmati",5,10,Household,Matches (box)
2025-05-16,"Lalitpur, Bagmati",50,400,Spices,Chili Powder (100g)
2025-05-30,"Hetauda, Bagmati",200,600,Household,Washing Powder (1kg)
2025-07-22,"Hetauda, Bagmati",25,25,Essentials,Salt (1kg)
2024-09-24,"Lalitpur, Bagmati",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-09-12,"Pokhara, Gandaki",150,450,Flours,"Besan (Gram Flour, 1kg)"
2024-03-29,"Dharan, Koshi",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-10-04,"Dharan, Koshi",80,640,Vegetables,Potatoes (1kg)
2024-01-12,"Hetauda, Bagmati",40,320,Snacks,Chips/Namkeen (pack)
2025-10-16,"Butwal, Lumbini",30,90,Snacks,"Noodles (Maggi, pack)"
2025-05-18,"Biratnagar, Koshi",120,240,Dairy,Milk (1L)
2025-01-31,"Biratnagar, Koshi",200,600,Household,Washing Powder (1kg)
2025-11-29,"Pokhara, Gandaki",200,200,Household,Washing Powder (1kg)
2025-09-23,"Nepalgunj, Lumbini",70,630,Personal Care,Mehendi (200g)
2024-10-04,"Nepalgunj, Lumbini",80,720,Vegetables,Potatoes (1kg)
2024-09-10,"Janakpur, Madhesh",200,400,Household,Washing Powder (1kg)
2024-06-13,"Biratnagar, Koshi",90,270,Flours,"Wheat Flour (Atta, 1kg)"
2024-12-02,"Hetauda, Bagmati",40,120,Snacks,Chips/Namkeen (pack)
2024-01-26,"Chitwan, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-07-18,"Butwal, Lumbini",200,400,Dairy,"Local Cheese (Chhurpi, pack)"
2024-11-01,"Kathmandu, Bagmati",150,150,Grains & Pulses,Masoor Dal (1kg)
2024-11-16,"Nepalgunj, Lumbini",80,800,Bakery,Bread (loaf)
2024-04-22,"Kathmandu, Bagmati",150,300,Condiments,Ginger Garlic Paste (jar)
2024-07-05,"Lalitpur, Bagmati",200,400,Grains & Pulses,Moong Dal (1kg)
2025-07-26,"Butwal, Lumbini",5,5,Household,Matches (box)
2024-06-08,"Hetauda, Bagmati",50,50,Spices,Chili Powder (100g)
2024-02-15,"Nepalgunj, Lumbini",100,100,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-05-10,"Biratnagar, Koshi",50,100,Personal Care,"Soap (bath, bar)"
2025-10-05,"Lalitpur, Bagmati",5,30,Household,Matches (box)
2024-04-27,"Dharan, Koshi",70,560,Personal Care,Mehendi (200g)
2024-08-03,"Bhaktapur, Bagmati",100,100,Vegetables,Onions (1kg)
2025-04-13,"Biratnagar, Koshi",500,500,Vegetables,Bamboo Shoots (1kg)
2025-08-03,"Butwal, Lumbini",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-01-23,"Dharan, Koshi",180,180,Flours,Multi-grain Atta (1kg)
2025-09-28,"Dharan, Koshi",40,80,Spices,Turmeric Powder (100g)
2024-12-12,"Bhaktapur, Bagmati",100,200,Fruits,Bananas (dozen)
2025-07-25,"Lalitpur, Bagmati",180,540,Grains & Pulses,Arhar Dal (1kg)
2025-10-31,"Nepalgunj, Lumbini",180,360,Grains & Pulses,Arhar Dal (1kg)
2025-04-25,"Itahari, Koshi",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-09-09,"Lalitpur, Bagmati",150,150,Snacks,Peanuts (500g)
2024-02-13,"Lalitpur, Bagmati",40,200,Spices,Turmeric Powder (100g)
2024-11-02,"Pokhara, Gandaki",130,390,Grains & Pulses,"Rice (white, 1kg)"
2024-12-02,"Hetauda, Bagmati",80,560,Bakery,Bread (loaf)
2025-07-05,"Lalitpur, Bagmati",100,300,Vegetables,Onions (1kg)
2025-01-31,"Bhaktapur, Bagmati",180,180,Flours,Multi-grain Atta (1kg)
2024-06-08,"Lalitpur, Bagmati",200,200,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-01-22,"Butwal, Lumbini",300,300,Beverages,Horlicks (jar)
2024-01-02,"Janakpur, Madhesh",240,240,Dairy,Eggs (dozen)
2025-03-26,"Pokhara, Gandaki",120,240,Flours,"Suji (Semolina, 1kg)"
2025-10-12,"Lalitpur, Bagmati",200,400,Household,Washing Powder (1kg)
2024-05-22,"Hetauda, Bagmati",500,1500,Vegetables,Bamboo Shoots (1kg)
2025-11-09,"Bhaktapur, Bagmati",100,200,Vegetables,Onions (1kg)
2025-07-05,"Dharan, Koshi",30,210,Snacks,"Noodles (Maggi, pack)"
2024-06-02,"Nepalgunj, Lumbini",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-04-09,"Hetauda, Bagmati",50,250,Spices,Chili Powder (100g)
2024-12-25,"Butwal, Lumbini",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2025-02-12,"Butwal, Lumbini",50,450,Snacks,Titaura (pack)
2025-05-01,"Biratnagar, Koshi",100,200,Condiments,Tomato Ketchup (bottle)
2024-07-09,"Biratnagar, Koshi",240,720,Health Foods,Flax Seeds (1kg)
2024-06-15,"Janakpur, Madhesh",40,40,Snacks,Chips/Namkeen (pack)
2025-08-21,"Dharan, Koshi",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2024-12-27,"Butwal, Lumbini",240,720,Dairy,Eggs (dozen)
2024-11-11,"Nepalgunj, Lumbini",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-09-26,"Biratnagar, Koshi",130,390,Grains & Pulses,"Rice (white, 1kg)"
2025-07-20,"Chitwan, Bagmati",40,320,Spices,Turmeric Powder (100g)
2025-01-12,"Hetauda, Bagmati",50,400,Snacks,Papad (pack)
2025-11-09,"Janakpur, Madhesh",120,240,Flours,"Suji (Semolina, 1kg)"
2024-09-28,"Biratnagar, Koshi",100,300,Spices,Dry Chilies (100g)
2024-10-24,"Bhaktapur, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2024-05-21,"Dharan, Koshi",50,100,Personal Care,"Soap (bath, bar)"
2024-08-21,"Dharan, Koshi",200,400,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-05-06,"Nepalgunj, Lumbini",90,630,Flours,"Wheat Flour (Atta, 1kg)"
2024-08-22,"Kathmandu, Bagmati",300,600,Beverages,Horlicks (jar)
2024-10-28,"Lalitpur, Bagmati",80,80,Bakery,Bread (loaf)
2025-09-16,"Bhaktapur, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2025-08-19,"Kathmandu, Bagmati",150,150,Snacks,Peanuts (500g)
2025-06-08,"Itahari, Koshi",150,150,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-06-11,"Kathmandu, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-03-09,"Kathmandu, Bagmati",120,120,Flours,"Suji (Semolina, 1kg)"
2025-04-03,"Hetauda, Bagmati",30,60,Household,Candles (pack)
2024-02-14,"Pokhara, Gandaki",150,300,Flours,"Besan (Gram Flour, 1kg)"
2024-01-11,"Bhaktapur, Bagmati",50,400,Personal Care,"Soap (bath, bar)"
2024-11-26,"Kathmandu, Bagmati",30,270,Household,Candles (pack)
2024-04-11,"Butwal, Lumbini",100,300,Vegetables,Onions (1kg)
2024-09-26,"Hetauda, Bagmati",80,640,Personal Care,Toothpaste (100g)
2025-08-06,"Biratnagar, Koshi",2000,6000,Household,Cooking Gas (small cylinder)
2025-09-15,"Nepalgunj, Lumbini",30,240,Household,Candles (pack)
2025-09-22,"Nepalgunj, Lumbini",180,180,Flours,Multi-grain Atta (1kg)
2025-04-15,"Bhaktapur, Bagmati",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-10-31,"Bhaktapur, Bagmati",40,80,Spices,Turmeric Powder (100g)
2025-10-25,"Chitwan, Bagmati",180,540,Flours,Multi-grain Atta (1kg)
2025-08-26,"Dharan, Koshi",100,300,Vegetables,Onions (1kg)
2024-05-14,"Nepalgunj, Lumbini",2000,6000,Household,Cooking Gas (small cylinder)
2025-08-12,"Bhaktapur, Bagmati",30,210,Snacks,"Noodles (Maggi, pack)"
2024-03-10,"Biratnagar, Koshi",150,450,Grains & Pulses,Masoor Dal (1kg)
2024-06-21,"Pokhara, Gandaki",30,90,Snacks,"Noodles (Maggi, pack)"
2025-10-01,"Chitwan, Bagmati",150,150,Flours,"Besan (Gram Flour, 1kg)"
2025-02-27,"Chitwan, Bagmati",50,50,Personal Care,"Soap (bath, bar)"
2025-11-02,"Butwal, Lumbini",70,70,Personal Care,Mehendi (200g)
2024-08-11,"Dharan, Koshi",150,150,Flours,"Besan (Gram Flour, 1kg)"
2025-02-07,"Dharan, Koshi",40,200,Spices,Turmeric Powder (100g)
2024-04-12,"Biratnagar, Koshi",130,260,Grains & Pulses,"Rice (white, 1kg)"
2025-07-19,"Lalitpur, Bagmati",150,450,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-08-12,"Dharan, Koshi",100,300,Fruits,Bananas (dozen)
2024-08-22,"Biratnagar, Koshi",120,120,Flours,"Suji (Semolina, 1kg)"
2024-09-26,"Butwal, Lumbini",30,240,Snacks,"Noodles (Maggi, pack)"
2024-02-06,"Janakpur, Madhesh",100,100,Snacks,Puffed Rice (1kg)
2025-02-28,"Butwal, Lumbini",80,320,Bakery,Bread (loaf)
2025-07-09,"Bhaktapur, Bagmati",80,480,Personal Care,Toothpaste (100g)
2024-09-27,"Bhaktapur, Bagmati",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-08-21,"Lalitpur, Bagmati",100,100,Spices,Dry Chilies (100g)
2025-04-19,"Janakpur, Madhesh",100,200,Vegetables,Tomatoes (1kg)
2024-11-30,"Hetauda, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-06-29,"Kathmandu, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-05-10,"Butwal, Lumbini",100,300,Spices,Dry Chilies (100g)
2025-05-17,"Nepalgunj, Lumbini",90,270,Flours,"Wheat Flour (Atta, 1kg)"
2024-02-23,"Bhaktapur, Bagmati",500,500,Vegetables,Bamboo Shoots (1kg)
2025-07-09,"Lalitpur, Bagmati",200,200,Dairy,"Local Cheese (Chhurpi, pack)"
2024-03-13,"Butwal, Lumbini",80,800,Personal Care,Toothpaste (100g)
2024-09-27,"Biratnagar, Koshi",40,320,Snacks,Chips/Namkeen (pack)
2025-09-05,"Kathmandu, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-04-05,"Itahari, Koshi",100,300,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-05-09,"Biratnagar, Koshi",550,1100,Beverages,Tea Leaves (1kg)
2024-10-15,"Kathmandu, Bagmati",2000,2000,Household,Cooking Gas (small cylinder)
2025-11-22,"Biratnagar, Koshi",120,360,Dairy,Milk (1L)
2024-07-26,"Janakpur, Madhesh",240,720,Health Foods,Flax Seeds (1kg)
2025-10-21,"Nepalgunj, Lumbini",100,100,Condiments,Tomato Ketchup (bottle)
2024-01-19,"Chitwan, Bagmati",50,250,Spices,Coriander Powder (100g)
2025-11-29,"Pokhara, Gandaki",150,300,Condiments,Ginger Garlic Paste (jar)
2025-07-16,"Butwal, Lumbini",180,180,Flours,Multi-grain Atta (1kg)
2025-07-12,"Biratnagar, Koshi",105,210,Essentials,Sugar (1kg)
2025-07-17,"Hetauda, Bagmati",100,300,Spices,Dry Chilies (100g)
2024-02-13,"Lalitpur, Bagmati",30,210,Household,Candles (pack)
2024-04-11,"Butwal, Lumbini",150,300,Condiments,Ginger Garlic Paste (jar)
2025-03-10,"Butwal, Lumbini",100,100,Vegetables,Tomatoes (1kg)
2024-07-14,"Dharan, Koshi",550,1650,Beverages,Tea Leaves (1kg)
2025-11-04,"Nepalgunj, Lumbini",150,450,Snacks,Peanuts (500g)
2025-02-21,"Bhaktapur, Bagmati",150,450,Condiments,Ginger Garlic Paste (jar)
2025-10-19,"Janakpur, Madhesh",50,200,Snacks,Biscuits (pack)
2025-01-02,"Biratnagar, Koshi",2000,2000,Household,Cooking Gas (small cylinder)
2024-08-14,"Dharan, Koshi",90,540,Flours,"Wheat Flour (Atta, 1kg)"
2025-10-26,"Nepalgunj, Lumbini",105,210,Essentials,Sugar (1kg)
2025-07-11,"Biratnagar, Koshi",40,120,Snacks,Chips/Namkeen (pack)
2025-01-20,"Janakpur, Madhesh",150,150,Grains & Pulses,Masoor Dal (1kg)
2025-09-12,"Nepalgunj, Lumbini",50,450,Spices,Coriander Powder (100g)
2024-09-09,"Chitwan, Bagmati",100,100,Vegetables,Tomatoes (1kg)
2024-11-28,"Kathmandu, Bagmati",130,390,Grains & Pulses,"Rice (white, 1kg)"
2024-02-15,"Butwal, Lumbini",1150,2300,Dairy,Ghee (1L)
2025-02-25,"Lalitpur, Bagmati",50,200,Spices,Chili Powder (100g)
2025-05-31,"Pokhara, Gandaki",80,480,Bakery,Bread (loaf)
2024-05-04,"Bhaktapur, Bagmati",100,200,Vegetables,Onions (1kg)
2024-09-28,"Lalitpur, Bagmati",100,200,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2025-12-06,"Bhaktapur, Bagmati",50,200,Snacks,Papad (pack)
2025-04-29,"Biratnagar, Koshi",2000,4000,Household,Cooking Gas (small cylinder)
2024-07-24,"Biratnagar, Koshi",30,300,Snacks,"Noodles (Maggi, pack)"
2025-08-07,"Nepalgunj, Lumbini",100,200,Vegetables,Onions (1kg)
2025-10-24,"Kathmandu, Bagmati",25,225,Essentials,Salt (1kg)
2024-07-25,"Bhaktapur, Bagmati",240,480,Dairy,Eggs (dozen)
2024-07-02,"Biratnagar, Koshi",180,540,Grains & Pulses,Arhar Dal (1kg)
2025-02-22,"Janakpur, Madhesh",25,175,Essentials,Salt (1kg)
2024-11-23,"Biratnagar, Koshi",100,200,Fruits,Bananas (dozen)
2024-05-09,"Biratnagar, Koshi",100,300,Snacks,Puffed Rice (1kg)
2024-02-19,"Janakpur, Madhesh",150,150,Condiments,Ginger Garlic Paste (jar)
2025-03-09,"Biratnagar, Koshi",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2025-06-19,"Chitwan, Bagmati",80,160,Bakery,Bread (loaf)
2024-03-04,"Biratnagar, Koshi",105,105,Essentials,Sugar (1kg)
2025-11-23,"Itahari, Koshi",180,360,Flours,Multi-grain Atta (1kg)
2024-11-23,"Kathmandu, Bagmati",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-01-28,"Nepalgunj, Lumbini",90,270,Flours,"Wheat Flour (Atta, 1kg)"
2025-11-10,"Hetauda, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2024-04-15,"Biratnagar, Koshi",240,240,Health Foods,Flax Seeds (1kg)
2024-08-29,"Dharan, Koshi",30,210,Snacks,"Noodles (Maggi, pack)"
2024-08-08,"Lalitpur, Bagmati",100,200,Fruits,Bananas (dozen)
2024-02-03,"Pokhara, Gandaki",150,300,Grains & Pulses,"Chana (Kala Chana, 1kg)"
2024-01-08,"Lalitpur, Bagmati",200,400,Grains & Pulses,Moong Dal (1kg)
2024-04-08,"Nepalgunj, Lumbini",100,100,Spices,Dry Chilies (100g)
2025-02-25,"Chitwan, Bagmati",100,200,Vegetables,Tomatoes (1kg)
2024-02-02,"Chitwan, Bagmati",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-06-28,"Biratnagar, Koshi",100,100,Vegetables,Tomatoes (1kg)
2025-05-20,"Dharan, Koshi",550,1100,Beverages,Tea Leaves (1kg)
2025-08-13,"Lalitpur, Bagmati",100,300,Grains & Pulses,"Vermicelli (Sewai, 500g)"
2024-11-19,"Kathmandu, Bagmati",30,90,Household,Candles (pack)
2024-11-28,"Dharan, Koshi",100,300,Spices,Dry Chilies (100g)
2024-02-01,"Lalitpur, Bagmati",120,120,Dairy,Milk (1L)
2025-04-04,"Butwal, Lumbini",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2024-01-21,"Butwal, Lumbini",25,50,Essentials,Salt (1kg)
2024-07-07,"Kathmandu, Bagmati",170,340,Essentials,Jaggery (1kg)
2024-08-07,"Lalitpur, Bagmati",200,200,Household,Washing Powder (1kg)
2024-11-09,"Butwal, Lumbini",120,120,Dairy,Milk (1L)
2024-05-29,"Hetauda, Bagmati",130,130,Grains & Pulses,"Rice (white, 1kg)"
2025-04-07,"Kathmandu, Bagmati",200,600,Household,Washing Powder (1kg)
2025-05-26,"Chitwan, Bagmati",100,100,Snacks,Puffed Rice (1kg)
2025-07-17,"Bhaktapur, Bagmati",105,315,Essentials,Sugar (1kg)
2025-06-21,"Bhaktapur, Bagmati",100,100,Condiments,Tomato Ketchup (bottle)
2024-06-16,"Butwal, Lumbini",150,450,Snacks,Peanuts (500g)
2024-04-09,"Bhaktapur, Bagmati",80,480,Bakery,Bread (loaf)
2025-07-20,"Pokhara, Gandaki",50,400,Snacks,Papad (pack)
2025-01-10,"Butwal, Lumbini",240,480,Dairy,Eggs (dozen)
2025-01-05,"Janakpur, Madhesh",240,240,Health Foods,Flax Seeds (1kg)
2024-05-01,"Nepalgunj, Lumbini",30,60,Household,Candles (pack)
2025-09-07,"Lalitpur, Bagmati",25,50,Essentials,Salt (1kg)
2024-02-21,"Chitwan, Bagmati",170,340,Essentials,Jaggery (1kg)
2025-10-13,"Bhaktapur, Bagmati",300,300,Beverages,Horlicks (jar)
2025-01-18,"Bhaktapur, Bagmati",30,150,Household,Candles (pack)
2025-04-09,"Biratnagar, Koshi",150,450,Condiments,Ginger Garlic Paste (jar)
2024-10-25,"Dharan, Koshi",100,100,Fruits,Bananas (dozen)
2024-05-03,"Butwal, Lumbini",90,180,Flours,"Wheat Flour (Atta, 1kg)"
2024-08-28,"Nepalgunj, Lumbini",105,315,Essentials,Sugar (1kg)
2025-06-04,"Bhaktapur, Bagmati",240,720,Dairy,Eggs (dozen)
2025-09-01,"Kathmandu, Bagmati",1150,2300,Dairy,Ghee (1L)
2024-07-03,"Lalitpur, Bagmati",80,160,Bakery,Bread (loaf)
2025-08-05,"Itahari, Koshi",25,250,Essentials,Salt (1kg)
2025-07-07,"Nepalgunj, Lumbini",80,80,Personal Care,Toothpaste (100g)
2025-08-28,"Biratnagar, Koshi",150,150,Flours,"Besan (Gram Flour, 1kg)"
2025-10-13,"Nepalgunj, Lumbini",240,240,Health Foods,Flax Seeds (1kg)
2025-04-11,"Hetauda, Bagmati",150,150,Flours,"Besan (Gram Flour, 1kg)"
2024-05-17,"Biratnagar, Koshi",30,240,Household,Candles (pack)
2024-07-30,"Janakpur, Madhesh",180,180,Grains & Pulses,Arhar Dal (1kg)
2024-09-19,"Janakpur, Madhesh",100,300,Snacks,Puffed Rice (1kg)
2024-07-26,"Kathmandu, Bagmati",200,600,Essentials,"Cooking Oil (Sunflower, 1L)"
2024-03-27,"Hetauda, Bagmati",100,100,Vegetables,Onions (1kg)
2025-05-23,"Lalitpur, Bagmati",100,200,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-11-16,"Lalitpur, Bagmati",100,200,Spices,Dry Chilies (100g)
2025-04-30,"Butwal, Lumbini",30,30,Household,Candles (pack)
2024-08-23,"Chitwan, Bagmati",240,720,Health Foods,Flax Seeds (1kg)
2024-11-14,"Janakpur, Madhesh",105,105,Essentials,Sugar (1kg)
2024-05-02,"Dharan, Koshi",150,300,Condiments,Ginger Garlic Paste (jar)
2025-12-07,"Kathmandu, Bagmati",30,210,Snacks,"Noodles (Maggi, pack)"
2024-02-27,"Kathmandu, Bagmati",180,180,Grains & Pulses,Arhar Dal (1kg)
2025-04-07,"Lalitpur, Bagmati",100,100,Fruits,Bananas (dozen)
2024-11-08,"Butwal, Lumbini",50,250,Personal Care,"Soap (bath, bar)"
2024-05-29,"Dharan, Koshi",50,200,Spices,Chili Powder (100g)
2025-07-11,"Dharan, Koshi",240,480,Health Foods,Flax Seeds (1kg)
2025-02-09,"Itahari, Koshi",70,70,Personal Care,Mehendi (200g)
2025-08-31,"Itahari, Koshi",2000,2000,Household,Cooking Gas (small cylinder)
2025-08-19,"Nepalgunj, Lumbini",240,720,Dairy,Eggs (dozen)
2025-03-19,"Lalitpur, Bagmati",100,100,Grains & Pulses,"Beaten Rice (Chiura, 1kg)"
2025-05-10,"Janakpur, Madhesh",170,510,Essentials,Jaggery (1kg)
2024-07-17,"Butwal, Lumbini",150,150,Flours,"Besan (Gram Flour, 1kg)"
2025-07-27,"Kathmandu, Bagmati",150,450,Grains & Pulses,Masoor Dal (1kg)
2025-11-23,"Chitwan, Bagmati",50,200,Spices,Chili Powder (100g)
2024-04-05,"Hetauda, Bagmati",100,100,Spices,Dry Chilies (100g)
2025-06-03,"Dharan, Koshi",40,160,Spices,Turmeric Powder (100g)
